"Term","Section","Former","Title","Credits","Instructional Method","Location","Start Date","End Date","Meeting Days","Start Time","End Time","Instructor(s)","Seats Remaining","GERS","Purpose","Prequisites","Notes","Sort","Courses ID"
"Spring 2017 - Day","BIO-222-02","BIO-22","Research and Analysis", 4.0,"EXAM","PYR 131","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","","undergraduate day","any BIO course enrolled at Furman","","3","2706"
"Spring 2017 - Day","BIO-300-01","BIO-30","Cell Biology", 4.0,"LEC","PYR 028","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Adi D. Dubash",1,"","undergraduate day","BIO-222 and CHM-110","","1","2707"
"Spring 2017 - Day","BIO-300-01","BIO-30","Cell Biology", 4.0,"LAB","TNS 175","01/09/17","04/25/17","R","02:30PM","05:20PM","Dr. Adi D. Dubash",1,"","undergraduate day","BIO-222 and CHM-110","","2","2707"
"Spring 2017 - Day","BIO-300-01","BIO-30","Cell Biology", 4.0,"EXAM","PYR 028","05/01/17","05/01/17","M","08:30AM","11:00AM","",1,"","undergraduate day","BIO-222 and CHM-110","","3","2707"
"Spring 2017 - Day","BIO-301-01","BIO-31","Microbiology", 4.0,"LEC","PYR 026","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Min-Ken Liao",2,"","undergraduate day","BIO-221","","1","2708"
"Spring 2017 - Day","BIO-301-01","BIO-31","Microbiology", 4.0,"LAB","TNS 162","01/09/17","04/25/17","W","02:30PM","05:20PM","Dr. Min-Ken Liao",2,"","undergraduate day","BIO-221","","2","2708"
"Spring 2017 - Day","BIO-301-01","BIO-31","Microbiology", 4.0,"EXAM","PYR 026","04/27/17","04/27/17","R","08:30AM","11:00AM","",2,"","undergraduate day","BIO-221","","3","2708"
"Spring 2017 - Day","BIO-303-01","BIO-33","Biochemistry of the Cell", 4.0,"LEC","PYR 143","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Linnea Freeman","FULL","","undergraduate day","BIO-222 and CHM-120;","instructor permission required","1","2710"
"Spring 2017 - Day","BIO-303-01","BIO-33","Biochemistry of the Cell", 4.0,"LAB","TNS 161","01/09/17","04/25/17","M","02:30PM","05:20PM","Dr. Linnea Freeman","FULL","","undergraduate day","BIO-222 and CHM-120;","instructor permission required","2","2710"
"Spring 2017 - Day","BIO-303-01","BIO-33","Biochemistry of the Cell", 4.0,"EXAM","PYR 143","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","","undergraduate day","BIO-222 and CHM-120;","instructor permission required","3","2710"
"Spring 2017 - Day","BIO-320-01","BIO-35","Animal Physiology", 4.0,"LEC","PYR 026","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. David M. Hollis",3,"","undergraduate day","BIO-222","","1","2711"
"Spring 2017 - Day","BIO-320-01","BIO-35","Animal Physiology", 4.0,"ADD","PYR 026","01/09/17","04/25/17","M","12:30PM","01:20PM","Dr. David M. Hollis",3,"","undergraduate day","BIO-222","","2","2711"
"Spring 2017 - Day","BIO-320-01","BIO-35","Animal Physiology", 4.0,"LAB","PYR 027","01/09/17","04/25/17","W","02:30PM","05:20PM","",3,"","undergraduate day","BIO-222","","3","2711"
"Spring 2017 - Day","BIO-320-01","BIO-35","Animal Physiology", 4.0,"EXAM","PYR 026","05/03/17","05/03/17","W","12:00PM","02:30PM","",3,"","undergraduate day","BIO-222","","4","2711"
"Spring 2017 - Day","BIO-322-01","BIO-37","Human Physiology", 4.0,"LEC","RLY 107","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Adi D. Dubash","FULL","","undergraduate day","BIO-111","","1","2713"
"Spring 2017 - Day","BIO-322-01","BIO-37","Human Physiology", 4.0,"LAB","PYR 027","01/09/17","04/25/17","T","02:30PM","05:20PM","Dr. Adi D. Dubash","FULL","","undergraduate day","BIO-111","","2","2713"
"Spring 2017 - Day","BIO-322-01","BIO-37","Human Physiology", 4.0,"EXAM","RLY 107","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","","undergraduate day","BIO-111","","3","2713"
"Spring 2017 - Day","BIO-340-01","BIO-40","Ecology", 4.0,"LEC","PYR 129","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Travis W. Perry",7,"NE","undergraduate day","BIO-222","","1","2714"
"Spring 2017 - Day","BIO-340-01","BIO-40","Ecology", 4.0,"LAB","PYR 129","01/09/17","04/25/17","R","02:30PM","05:20PM","Dr. Travis W. Perry",7,"NE","undergraduate day","BIO-222","","2","2714"
"Spring 2017 - Day","BIO-340-01","BIO-40","Ecology", 4.0,"EXAM","PYR 129","05/02/17","05/02/17","T","08:30AM","11:00AM","",7,"NE","undergraduate day","BIO-222","","3","2714"
"Spring 2017 - Day","BIO-340-02","BIO-40","Ecology", 4.0,"LEC","PYR 123","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Joe Pollard","FULL","NE","undergraduate day","BIO-222","instructor permission now required","1","2714"
"Spring 2017 - Day","BIO-340-02","BIO-40","Ecology", 4.0,"LAB","PYR 123","01/09/17","04/25/17","T","02:30PM","05:20PM","Dr. Joe Pollard","FULL","NE","undergraduate day","BIO-222","instructor permission now required","2","2714"
"Spring 2017 - Day","BIO-340-02","BIO-40","Ecology", 4.0,"EXAM","PYR 123","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","NE","undergraduate day","BIO-222","instructor permission now required","3","2714"
"Spring 2017 - Day","BIO-401-01","BIO-45","Applied Plant Science", 4.0,"LEC","PYR 144","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Laura Thompson","FULL","NE","undergraduate day","BIO-101, BIO-102 or BIO-111","instructor permission required","1","2720"
"Spring 2017 - Day","BIO-401-01","BIO-45","Applied Plant Science", 4.0,"ADD","PYR 144","01/09/17","04/25/17","T","11:30AM","12:45PM","Dr. Laura Thompson","FULL","NE","undergraduate day","BIO-101, BIO-102 or BIO-111","instructor permission required","2","2720"
"Spring 2017 - Day","BIO-401-01","BIO-45","Applied Plant Science", 4.0,"LAB","PYR 144","01/09/17","04/25/17","R","02:30PM","05:20PM","","FULL","NE","undergraduate day","BIO-101, BIO-102 or BIO-111","instructor permission required","3","2720"
"Spring 2017 - Day","BIO-401-01","BIO-45","Applied Plant Science", 4.0,"EXAM","PYR 144","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","NE","undergraduate day","BIO-101, BIO-102 or BIO-111","instructor permission required","4","2720"
"Spring 2017 - Day","BIO-444-01","","Pharmacology and Toxicology", 4.0,"LEC","PYR 131","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Alison M. Roark","FULL","","undergraduate day","BIO-221 and CHM-120","","1","4653"
"Spring 2017 - Day","BIO-444-01","","Pharmacology and Toxicology", 4.0,"LAB","TNS 161","01/09/17","04/25/17","R","02:30PM","05:20PM","Dr. Alison M. Roark","FULL","","undergraduate day","BIO-221 and CHM-120","","2","4653"
"Spring 2017 - Day","BIO-444-01","","Pharmacology and Toxicology", 4.0,"EXAM","PYR 131","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","","undergraduate day","BIO-221 and CHM-120","","3","4653"
"Spring 2017 - Day","BUS-150-01","","Perspectives on Business", 4.0,"LEC","HIP 209","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Thomas I. Smythe, Jr.","FULL","","undergraduate day","","","1","4827"
"Spring 2017 - Day","BUS-150-01","","Perspectives on Business", 4.0,"EXAM","HIP 209","04/28/17","04/28/17","F","12:00PM","02:30PM","","FULL","","undergraduate day","","","2","4827"
"Spring 2017 - Day","BUS-320-01","BA-37","Marketing Principles", 4.0,"LEC","HIP 102","01/09/17","04/25/17","T","02:30PM","05:00PM","Dr. Robert Underwood",4,"","undergraduate day","ECN-111","","1","2747"
"Spring 2017 - Day","BUS-320-01","BA-37","Marketing Principles", 4.0,"EXAM","HIP 102","04/28/17","04/28/17","F","03:30PM","06:00PM","",4,"","undergraduate day","ECN-111","","2","2747"
"Spring 2017 - Day","BUS-321-BLK","BA-37","Marketing Strategy", 4.0,"","","","","","","","Dr. Robert Underwood","FULL","","undergraduate day","ACC-111, ECN-111, 225, MTH-141 or 150","",1
"Spring 2017 - Day","BUS-331-BLK","","Operations and Technology Mgmt", 4.0,"","","","","","","","Bill Merkt","FULL","","undergraduate day","ACC-111, ECN-111 or 225, MTH-141 or 150 ","",1
"Spring 2017 - Day","BUS-340-01","BA-51","Intro to Finance & Markets", 4.0,"LEC","HIP 204","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Jonathan F. Handy",11,"","undergraduate day","ACC-111, ECN-111, or 225, MTH-141 or 150","","1","2750"
"Spring 2017 - Day","BUS-340-01","BA-51","Intro to Finance & Markets", 4.0,"EXAM","HIP 204","05/01/17","05/01/17","M","12:00PM","02:30PM","",11,"","undergraduate day","ACC-111, ECN-111, or 225, MTH-141 or 150","","2","2750"
"Spring 2017 - Day","BUS-341-BLK","BA-51","Intro to Corporate Finance", 4.0,"","","","","","","","Dr. Jonathan F. Handy","FULL","","undergraduate day","ACC-111, ECN-111 or 225, MTH-141 or 150","",1
"Spring 2017 - Day","BUS-350-01","BA-35","Business Law", 4.0,"LEC","HIP 209","01/09/17","04/25/17","TR","08:30AM","09:45AM","Mr. Stuart G. Anderson, Jr.","FULL","","undergraduate day","","","1","2751"
"Spring 2017 - Day","BUS-350-01","BA-35","Business Law", 4.0,"EXAM","HIP 209","04/27/17","04/27/17","R","08:30AM","11:00AM","","FULL","","undergraduate day","","","2","2751"
"Spring 2017 - Day","BUS-360-01","","Performance Management", 4.0,"LEC","HIP 204","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Jeanine P. Stratton","FULL","HB","undergraduate day","","","1","5291"
"Spring 2017 - Day","BUS-360-01","","Performance Management", 4.0,"EXAM","HIP 204","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","HB","undergraduate day","","","2","5291"
"Spring 2017 - Day","BUS-382-01","","Business Ethics", 4.0,"LEC","HIP 202","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Virginia W. Gerde","FULL","","undergraduate day","","limited to Business and Accounting majors","1","5610"
"Spring 2017 - Day","BUS-382-01","","Business Ethics", 4.0,"EXAM","HIP 202","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","","undergraduate day","","limited to Business and Accounting majors","2","5610"
"Spring 2017 - Day","BUS-422-01","","Integrated Mktg Communications", 4.0,"LEC","HIP 102","01/09/17","04/25/17","W","02:30PM","05:00PM","Ms. Amy Buttell","FULL","","undergraduate day","BUS-320 or 321","instructor permission now required","1","2756"
"Spring 2017 - Day","BUS-422-01","","Integrated Mktg Communications", 4.0,"EXAM","HIP 102","04/27/17","04/27/17","R","03:30PM","06:00PM","","FULL","","undergraduate day","BUS-320 or 321","instructor permission now required","2","2756"
"Spring 2017 - Day","BUS-423-01","","Consumer Behavior", 4.0,"LEC","HIP 209","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Jeanine P. Stratton","FULL","","undergraduate day","BUS-320 or 321","","1","5311"
"Spring 2017 - Day","BUS-423-01","","Consumer Behavior", 4.0,"EXAM","HIP 209","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","","undergraduate day","BUS-320 or 321","","2","5311"
"Spring 2017 - Day","BUS-440-01","BA-55","Investments Management", 4.0,"LEC","HIP 102","01/09/17","04/25/17","TR","11:30AM","12:45PM","Team Taught","FULL","","undergraduate day","ECN-111, ECN-225 and BUS-340","","1"
"Spring 2017 - Day","BUS-440-01","BA-55","Investments Management", 4.0,"EXAM","HIP 102","04/27/17","04/27/17","R","12:00PM","02:30PM","Mr. Kristopher N. Kapoor ","FULL","","undergraduate day","ECN-111, ECN-225 and BUS-340","","2"
"Spring 2017 - Day","BUS-440-01","BA-55","Investments Management", 4.0,"","","","","","","","Mr. Robert J. Kenney","FULL","","undergraduate day","ECN-111, ECN-225 and BUS-340","",1
"Spring 2017 - Day","BUS-442-01","BA-53","Financial Institutions", 4.0,"LEC","HIP 209","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Thomas I. Smythe, Jr.","FULL","","undergraduate day","ECN-111","","1","2760"
"Spring 2017 - Day","BUS-442-01","BA-53","Financial Institutions", 4.0,"EXAM","HIP 209","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","","undergraduate day","ECN-111","","2","2760"
"Spring 2017 - Day","BUS-450-01","BA-76","Strategic Management", 4.0,"SEM","HIP 204","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Virginia W. Gerde","FULL","","undergraduate day","ACC-301, BUS-321, 331, and 341","","1","2761"
"Spring 2017 - Day","BUS-450-01","BA-76","Strategic Management", 4.0,"EXAM","HIP 204","04/27/17","04/27/17","R","08:30AM","11:00AM","","FULL","","undergraduate day","ACC-301, BUS-321, 331, and 341","","2","2761"
"Spring 2017 - Day","BUS-480-01","","Equity Valuation", 4.0,"LEC","HIP 102","01/09/17","04/25/17","MR","02:30PM","03:45PM","Dr. Thomas I. Smythe, Jr.","FULL","","undergraduate day","","","1","5608"
"Spring 2017 - Day","BUS-480-01","","Equity Valuation", 4.0,"EXAM","HIP 102","05/01/17","05/01/17","M","03:30PM","06:00PM","","FULL","","undergraduate day","","","2","5608"
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"SEM","PYR 249","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. John J. Banisaukas, III",4,"","undergraduate day","","","1"
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"EXAM","PYR 249","04/27/17","04/27/17","R","08:30AM","11:00AM","Dr. Tim Hanks",4,"","undergraduate day","","","2"
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Marion R. Martin",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Karen L. Buchmueller",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Nicholas J. Kuklinski",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Greg Springsteen",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Laura Wright",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Jared A. Pienkos",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Lon Knight",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-075-01","CHM-75","Seminar in Chemistry", 0.0,"","","","","","","","Dr. Paul S. Wagenknecht",4,"","undergraduate day","","",1
"Spring 2017 - Day","CHM-101-01","CHM-18","Chemistry & Global Awareness", 4.0,"LEC","PYR 030","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Ms. Elizabeth R. Gordon","FULL","NW NE","undergraduate day","","","1","2766"
"Spring 2017 - Day","CHM-101-01","CHM-18","Chemistry & Global Awareness", 4.0,"EXAM","PYR 030","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","NW NE","undergraduate day","","","2","2766"
"Spring 2017 - Day","CHM-101-02","CHM-18","Chemistry & Global Awareness", 4.0,"LEC","PYR 030","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Ms. Elizabeth R. Gordon","FULL","NW NE","undergraduate day","","","1","2766"
"Spring 2017 - Day","CHM-101-02","CHM-18","Chemistry & Global Awareness", 4.0,"EXAM","PYR 030","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","NW NE","undergraduate day","","","2","2766"
"Spring 2017 - Day","CHM-101-03","CHM-18","Chemistry & Global Awareness", 4.0,"LEC","PYR 030","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Alan S. Day","FULL","NW NE","undergraduate day","","","1","2766"
"Spring 2017 - Day","CHM-101-03","CHM-18","Chemistry & Global Awareness", 4.0,"EXAM","PYR 030","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","NW NE","undergraduate day","","","2","2766"
"Spring 2017 - Day","CHM-101-04","CHM-18","Chemistry & Global Awareness", 4.0,"LEC","PYR 030","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Alan S. Day","FULL","NW NE","undergraduate day","","","1","2766"
"Spring 2017 - Day","CHM-101-04","CHM-18","Chemistry & Global Awareness", 4.0,"EXAM","PYR 030","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","NW NE","undergraduate day","","","2","2766"
"Spring 2017 - Day","CHM-110-01","CHM-11","Foundations of Chemistry", 4.0,"LEC","PYR 231","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Karen L. Buchmueller","FULL","NWL","undergraduate day","","","1","2767"
"Spring 2017 - Day","CHM-110-01","CHM-11","Foundations of Chemistry", 4.0,"ADD","PYR 231","01/09/17","04/25/17","M","02:30PM","04:30PM","Dr. Karen L. Buchmueller","FULL","NWL","undergraduate day","","","2","2767"
"Spring 2017 - Day","CHM-110-01","CHM-11","Foundations of Chemistry", 4.0,"EXAM","PYR 231","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","NWL","undergraduate day","","","3","2767"
"Spring 2017 - Day","CHM-110-02","CHM-11","Foundations of Chemistry", 4.0,"LEC","RLY 106","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Lon Knight",2,"NWL","undergraduate day","","","1","2767"
"Spring 2017 - Day","CHM-110-02","CHM-11","Foundations of Chemistry", 4.0,"ADD","PYR 126","01/09/17","04/25/17","W","02:30PM","04:30PM","Dr. John J. Banisaukas, III",2,"NWL","undergraduate day","","","2","2767"
"Spring 2017 - Day","CHM-110-02","CHM-11","Foundations of Chemistry", 4.0,"EXAM","RLY 106","05/03/17","05/03/17","W","08:30AM","11:00AM","",2,"NWL","undergraduate day","","","3","2767"
"Spring 2017 - Day","CHM-110-03","CHM-11","Foundations of Chemistry", 4.0,"LEC","RLY 106","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Lon Knight","FULL","NWL","undergraduate day","","","1","2767"
"Spring 2017 - Day","CHM-110-03","CHM-11","Foundations of Chemistry", 4.0,"ADD","PYR 126","01/09/17","04/25/17","W","02:30PM","04:30PM","Dr. Lon Knight","FULL","NWL","undergraduate day","","","2","2767"
"Spring 2017 - Day","CHM-110-03","CHM-11","Foundations of Chemistry", 4.0,"EXAM","RLY 106","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","NWL","undergraduate day","","","3","2767"
"Spring 2017 - Day","CHM-110-04","CHM-11","Foundations of Chemistry", 4.0,"LEC","PYR 031","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Edwin C. Culbertson",2,"NWL","undergraduate day","","","1","2767"
"Spring 2017 - Day","CHM-110-04","CHM-11","Foundations of Chemistry", 4.0,"LAB","PYR 031","01/09/17","04/25/17","R","02:30PM","04:30PM","Dr. Edwin C. Culbertson",2,"NWL","undergraduate day","","","2","2767"
"Spring 2017 - Day","CHM-110-04","CHM-11","Foundations of Chemistry", 4.0,"EXAM","PYR 031","04/28/17","04/28/17","F","12:00PM","02:30PM","",2,"NWL","undergraduate day","","","3","2767"
"Spring 2017 - Day","CHM-115-01","","Kntcs, Thrmodynmcs, & Environ", 4.0,"LEC","PYR 028","01/09/17","04/25/17","MWF","08:30AM","09:20AM","Dr. Jared A. Pienkos","FULL","NWL NE","undergraduate day","CHM-110","","1","4850"
"Spring 2017 - Day","CHM-115-01","","Kntcs, Thrmodynmcs, & Environ", 4.0,"ADD","PYR 028","01/09/17","04/25/17","T","02:30PM","04:30PM","Dr. Jared A. Pienkos","FULL","NWL NE","undergraduate day","CHM-110","","2","4850"
"Spring 2017 - Day","CHM-115-01","","Kntcs, Thrmodynmcs, & Environ", 4.0,"EXAM","PYR 028","04/28/17","04/28/17","F","08:30AM","11:00AM","","FULL","NWL NE","undergraduate day","CHM-110","","3","4850"
"Spring 2017 - Day","CHM-115-02","","Kntcs, Thrmodynmcs, & Environ", 4.0,"LEC","PYR 028","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Marion R. Martin","FULL","NWL NE","undergraduate day","CHM-110","","1","4850"
"Spring 2017 - Day","CHM-115-02","","Kntcs, Thrmodynmcs, & Environ", 4.0,"ADD","PYR 028","01/09/17","04/25/17","W","02:30PM","04:30PM","Dr. Marion R. Martin","FULL","NWL NE","undergraduate day","CHM-110","","2","4850"
"Spring 2017 - Day","CHM-115-02","","Kntcs, Thrmodynmcs, & Environ", 4.0,"EXAM","PYR 028","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","NWL NE","undergraduate day","CHM-110","","3","4850"
"Spring 2017 - Day","CHM-115-03","","Kntcs, Thrmodynmcs, & Environ", 4.0,"LEC","PYR 028","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Nicholas J. Kuklinski","FULL","NWL NE","undergraduate day","CHM-110","","1","4850"
"Spring 2017 - Day","CHM-115-03","","Kntcs, Thrmodynmcs, & Environ", 4.0,"ADD","PYR 231","01/09/17","04/25/17","R","02:30PM","04:30PM","Dr. Nicholas J. Kuklinski","FULL","NWL NE","undergraduate day","CHM-110","","2","4850"
